depth	 damage
1.200010000000000048e+02	4.706793599999999600e+01
2.400010000000000332e+02	6.436058400000000290e+01
3.600010000000000332e+02	7.029796800000001156e+01
4.800010000000000332e+02	7.593428400000000522e+01
6.000009999999999764e+02	7.906366800000000694e+01
7.200009999999999764e+02	8.450190000000000623e+01
8.400009999999999764e+02	9.040624800000000505e+01
9.600009999999999764e+02	9.691197600000000989e+01
1.080000000000000000e+03	1.053273119999999921e+02
1.200000000000000000e+03	1.149076799999999849e+02
1.320000000000000000e+03	1.281381599999999992e+02
1.440000000000000000e+03	1.396580399999999997e+02
1.560000000000000000e+03	1.553647199999999771e+02
1.680000000000000000e+03	1.733156400000000019e+02
1.800000000000000000e+03	1.938935999999999922e+02
1.920000000000000000e+03	2.176744799999999884e+02
2.040000000000000000e+03	2.386010399999999834e+02
2.160000000000000000e+03	2.479816800000000114e+02
2.280000000000000000e+03	3.023394000000000119e+02
2.400000000000000000e+03	3.757212000000000103e+02
2.520000000000000000e+03	4.867737600000000384e+02
2.640000000000000000e+03	6.531226799999999457e+02
2.760000000000000000e+03	9.089134799999999359e+02
2.880000000000000000e+03	1.251187200000000075e+03
3.000000000000000000e+03	1.363096800000000030e+03
3.120000000000000000e+03	7.207933199999999943e+02
3.240000000000000000e+03	1.095879599999999954e+02
3.360000000000000000e+03	3.203272800000000142e+00
3.480000000000000000e+03	1.684783200000000009e-02
3.600000000000000000e+03	0.000000000000000000e+00
3.720000000000000000e+03	0.000000000000000000e+00
3.840000000000000000e+03	0.000000000000000000e+00
3.960000000000000000e+03	0.000000000000000000e+00
4.080000000000000000e+03	0.000000000000000000e+00
4.200000000000000000e+03	0.000000000000000000e+00
4.320000000000000000e+03	0.000000000000000000e+00
4.440000000000000000e+03	0.000000000000000000e+00
4.560000000000000000e+03	0.000000000000000000e+00
4.680000000000000000e+03	0.000000000000000000e+00
4.800000000000000000e+03	0.000000000000000000e+00
4.920000000000000000e+03	0.000000000000000000e+00
5.040000000000000000e+03	0.000000000000000000e+00
5.160000000000000000e+03	0.000000000000000000e+00
5.280000000000000000e+03	0.000000000000000000e+00
5.400000000000000000e+03	0.000000000000000000e+00
5.520000000000000000e+03	0.000000000000000000e+00
5.640000000000000000e+03	0.000000000000000000e+00
5.760000000000000000e+03	0.000000000000000000e+00
5.880000000000000000e+03	0.000000000000000000e+00
6.000000000000000000e+03	0.000000000000000000e+00
6.120000000000000000e+03	0.000000000000000000e+00
6.240000000000000000e+03	0.000000000000000000e+00
6.360000000000000000e+03	0.000000000000000000e+00
6.480000000000000000e+03	0.000000000000000000e+00
6.600000000000000000e+03	0.000000000000000000e+00
6.720000000000000000e+03	0.000000000000000000e+00
6.840000000000000000e+03	0.000000000000000000e+00
6.960000000000000000e+03	0.000000000000000000e+00
7.080000000000000000e+03	0.000000000000000000e+00
7.200000000000000000e+03	0.000000000000000000e+00
7.320000000000000000e+03	0.000000000000000000e+00
7.440000000000000000e+03	0.000000000000000000e+00
7.560000000000000000e+03	0.000000000000000000e+00
7.680000000000000000e+03	0.000000000000000000e+00
7.800000000000000000e+03	0.000000000000000000e+00
7.920000000000000000e+03	0.000000000000000000e+00
8.040000000000000000e+03	0.000000000000000000e+00
8.160000000000000000e+03	0.000000000000000000e+00
8.280000000000000000e+03	0.000000000000000000e+00
8.400000000000000000e+03	0.000000000000000000e+00
8.520000000000000000e+03	0.000000000000000000e+00
8.640000000000000000e+03	0.000000000000000000e+00
8.760000000000000000e+03	0.000000000000000000e+00
8.880000000000000000e+03	0.000000000000000000e+00
9.000000000000000000e+03	0.000000000000000000e+00
9.120000000000000000e+03	0.000000000000000000e+00
9.240000000000000000e+03	0.000000000000000000e+00
9.360000000000000000e+03	0.000000000000000000e+00
9.480000000000000000e+03	0.000000000000000000e+00
9.600000000000000000e+03	0.000000000000000000e+00
9.720000000000000000e+03	0.000000000000000000e+00
9.840000000000000000e+03	0.000000000000000000e+00
9.960000000000000000e+03	0.000000000000000000e+00
1.008000000000000000e+04	0.000000000000000000e+00
1.020000000000000000e+04	0.000000000000000000e+00
1.032000000000000000e+04	0.000000000000000000e+00
1.044000000000000000e+04	0.000000000000000000e+00
1.056000000000000000e+04	0.000000000000000000e+00
1.068000000000000000e+04	0.000000000000000000e+00
1.080000000000000000e+04	0.000000000000000000e+00
1.092000000000000000e+04	0.000000000000000000e+00
1.104000000000000000e+04	0.000000000000000000e+00
1.116000000000000000e+04	0.000000000000000000e+00
1.128000000000000000e+04	0.000000000000000000e+00
1.140000000000000000e+04	0.000000000000000000e+00
1.152000000000000000e+04	0.000000000000000000e+00
1.164000000000000000e+04	0.000000000000000000e+00
1.176000000000000000e+04	0.000000000000000000e+00
1.188000000000000000e+04	0.000000000000000000e+00
1.200000000000000000e+04	0.000000000000000000e+00
Results class for target=<Layer material:U 0.33 O 0.67 width:20000.0> <Layer material:Si 0.33 O 0.67 width:100000.0>, ion=Helium @ 1000.0 kev. Analysis to 0nm
