depth	 damage
1.200010000000000048e+02	9.074688000000000443e+01
2.400010000000000332e+02	1.235874000000000166e+02
3.600010000000000332e+02	1.381598400000000026e+02
4.800010000000000332e+02	1.605771599999999921e+02
6.000009999999999764e+02	1.867878000000000043e+02
7.200009999999999764e+02	2.260946399999999983e+02
8.400009999999999764e+02	2.851639199999999619e+02
9.600009999999999764e+02	3.751278000000000361e+02
1.080000000000000000e+03	5.353946399999999812e+02
1.200000000000000000e+03	8.101102800000001025e+02
1.320000000000000000e+03	1.287836399999999912e+03
1.440000000000000000e+03	1.773284400000000005e+03
1.560000000000000000e+03	1.285094400000000178e+03
1.680000000000000000e+03	2.226549600000000169e+02
1.800000000000000000e+03	4.187127599999999283e+00
1.920000000000000000e+03	3.923047199999999887e-03
2.040000000000000000e+03	0.000000000000000000e+00
2.160000000000000000e+03	0.000000000000000000e+00
2.280000000000000000e+03	0.000000000000000000e+00
2.400000000000000000e+03	0.000000000000000000e+00
2.520000000000000000e+03	0.000000000000000000e+00
2.640000000000000000e+03	0.000000000000000000e+00
2.760000000000000000e+03	0.000000000000000000e+00
2.880000000000000000e+03	0.000000000000000000e+00
3.000000000000000000e+03	0.000000000000000000e+00
3.120000000000000000e+03	0.000000000000000000e+00
3.240000000000000000e+03	0.000000000000000000e+00
3.360000000000000000e+03	0.000000000000000000e+00
3.480000000000000000e+03	0.000000000000000000e+00
3.600000000000000000e+03	0.000000000000000000e+00
3.720000000000000000e+03	0.000000000000000000e+00
3.840000000000000000e+03	0.000000000000000000e+00
3.960000000000000000e+03	0.000000000000000000e+00
4.080000000000000000e+03	0.000000000000000000e+00
4.200000000000000000e+03	0.000000000000000000e+00
4.320000000000000000e+03	0.000000000000000000e+00
4.440000000000000000e+03	0.000000000000000000e+00
4.560000000000000000e+03	0.000000000000000000e+00
4.680000000000000000e+03	0.000000000000000000e+00
4.800000000000000000e+03	0.000000000000000000e+00
4.920000000000000000e+03	0.000000000000000000e+00
5.040000000000000000e+03	0.000000000000000000e+00
5.160000000000000000e+03	0.000000000000000000e+00
5.280000000000000000e+03	0.000000000000000000e+00
5.400000000000000000e+03	0.000000000000000000e+00
5.520000000000000000e+03	0.000000000000000000e+00
5.640000000000000000e+03	0.000000000000000000e+00
5.760000000000000000e+03	0.000000000000000000e+00
5.880000000000000000e+03	0.000000000000000000e+00
6.000000000000000000e+03	0.000000000000000000e+00
6.120000000000000000e+03	0.000000000000000000e+00
6.240000000000000000e+03	0.000000000000000000e+00
6.360000000000000000e+03	0.000000000000000000e+00
6.480000000000000000e+03	0.000000000000000000e+00
6.600000000000000000e+03	0.000000000000000000e+00
6.720000000000000000e+03	0.000000000000000000e+00
6.840000000000000000e+03	0.000000000000000000e+00
6.960000000000000000e+03	0.000000000000000000e+00
7.080000000000000000e+03	0.000000000000000000e+00
7.200000000000000000e+03	0.000000000000000000e+00
7.320000000000000000e+03	0.000000000000000000e+00
7.440000000000000000e+03	0.000000000000000000e+00
7.560000000000000000e+03	0.000000000000000000e+00
7.680000000000000000e+03	0.000000000000000000e+00
7.800000000000000000e+03	0.000000000000000000e+00
7.920000000000000000e+03	0.000000000000000000e+00
8.040000000000000000e+03	0.000000000000000000e+00
8.160000000000000000e+03	0.000000000000000000e+00
8.280000000000000000e+03	0.000000000000000000e+00
8.400000000000000000e+03	0.000000000000000000e+00
8.520000000000000000e+03	0.000000000000000000e+00
8.640000000000000000e+03	0.000000000000000000e+00
8.760000000000000000e+03	0.000000000000000000e+00
8.880000000000000000e+03	0.000000000000000000e+00
9.000000000000000000e+03	0.000000000000000000e+00
9.120000000000000000e+03	0.000000000000000000e+00
9.240000000000000000e+03	0.000000000000000000e+00
9.360000000000000000e+03	0.000000000000000000e+00
9.480000000000000000e+03	0.000000000000000000e+00
9.600000000000000000e+03	0.000000000000000000e+00
9.720000000000000000e+03	0.000000000000000000e+00
9.840000000000000000e+03	0.000000000000000000e+00
9.960000000000000000e+03	0.000000000000000000e+00
1.008000000000000000e+04	0.000000000000000000e+00
1.020000000000000000e+04	0.000000000000000000e+00
1.032000000000000000e+04	0.000000000000000000e+00
1.044000000000000000e+04	0.000000000000000000e+00
1.056000000000000000e+04	0.000000000000000000e+00
1.068000000000000000e+04	0.000000000000000000e+00
1.080000000000000000e+04	0.000000000000000000e+00
1.092000000000000000e+04	0.000000000000000000e+00
1.104000000000000000e+04	0.000000000000000000e+00
1.116000000000000000e+04	0.000000000000000000e+00
1.128000000000000000e+04	0.000000000000000000e+00
1.140000000000000000e+04	0.000000000000000000e+00
1.152000000000000000e+04	0.000000000000000000e+00
1.164000000000000000e+04	0.000000000000000000e+00
1.176000000000000000e+04	0.000000000000000000e+00
1.188000000000000000e+04	0.000000000000000000e+00
1.200000000000000000e+04	0.000000000000000000e+00
Results class for target=<Layer material:U 0.33 O 0.67 width:20000.0> <Layer material:Si 0.33 O 0.67 width:100000.0>, ion=Helium @ 700.0 kev. Analysis to 0nm
