depth	 damage
1.200010000000000048e+02	5.844864000000000281e+00
2.400010000000000332e+02	1.352768399999999893e+01
3.600010000000000332e+02	1.598753999999999920e+01
4.800010000000000332e+02	1.327700399999999981e+01
6.000009999999999764e+02	1.624943999999999988e+01
7.200009999999999764e+02	1.660567199999999843e+01
8.400009999999999764e+02	1.675707600000000141e+01
9.600009999999999764e+02	1.676117999999999952e+01
1.080000000000000000e+03	1.621567200000000142e+01
1.200000000000000000e+03	1.676713200000000015e+01
1.320000000000000000e+03	1.690968000000000160e+01
1.440000000000000000e+03	1.684619999999999962e+01
1.560000000000000000e+03	1.612218000000000018e+01
1.680000000000000000e+03	1.658980799999999789e+01
1.800000000000000000e+03	1.741243199999999902e+01
1.920000000000000000e+03	2.395071599999999989e+01
2.040000000000000000e+03	2.675545200000000179e+01
2.160000000000000000e+03	4.770780000000001131e+00
2.280000000000000000e+03	7.763351999999999364e+00
2.400000000000000000e+03	9.192827999999998667e+00
2.520000000000000000e+03	1.060378799999999799e+01
2.640000000000000000e+03	1.038748800000000116e+01
2.760000000000000000e+03	1.027855200000000124e+01
2.880000000000000000e+03	1.082275199999999948e+01
3.000000000000000000e+03	1.080164399999999958e+01
3.120000000000000000e+03	1.068876000000000026e+01
3.240000000000000000e+03	1.065405600000000064e+01
3.360000000000000000e+03	1.065376799999999946e+01
3.480000000000000000e+03	1.133117999999999981e+01
3.600000000000000000e+03	1.066525200000000062e+01
3.720000000000000000e+03	1.136712000000000167e+01
3.840000000000000000e+03	1.118092799999999976e+01
3.960000000000000000e+03	1.132431599999999960e+01
4.080000000000000000e+03	1.105093199999999953e+01
4.200000000000000000e+03	1.101350399999999929e+01
4.320000000000000000e+03	1.117103999999999964e+01
4.440000000000000000e+03	1.170273599999999981e+01
4.560000000000000000e+03	1.148601600000000111e+01
4.680000000000000000e+03	1.122789599999999943e+01
4.800000000000000000e+03	1.186366800000000055e+01
4.920000000000000000e+03	1.150790399999999991e+01
5.040000000000000000e+03	1.159467599999999976e+01
5.160000000000000000e+03	1.155389999999999873e+01
5.280000000000000000e+03	1.175886000000000031e+01
5.400000000000000000e+03	1.189066799999999979e+01
5.520000000000000000e+03	1.218643199999999993e+01
5.640000000000000000e+03	1.203869999999999862e+01
5.760000000000000000e+03	1.183075200000000038e+01
5.880000000000000000e+03	1.253899200000000036e+01
6.000000000000000000e+03	1.228781999999999996e+01
6.120000000000000000e+03	1.233663599999999860e+01
6.240000000000000000e+03	1.242527999999999899e+01
6.360000000000000000e+03	1.248266399999999976e+01
6.480000000000000000e+03	1.256311200000000206e+01
6.600000000000000000e+03	1.252959599999999973e+01
6.720000000000000000e+03	1.264170000000000016e+01
6.840000000000000000e+03	1.307061600000000112e+01
6.960000000000000000e+03	1.283040000000000092e+01
7.080000000000000000e+03	1.318621199999999938e+01
7.200000000000000000e+03	1.272307199999999838e+01
7.320000000000000000e+03	1.273117200000000082e+01
7.440000000000000000e+03	1.338250799999999963e+01
7.560000000000000000e+03	1.364628000000000085e+01
7.680000000000000000e+03	1.390994400000000120e+01
7.800000000000000000e+03	1.394228400000000079e+01
7.920000000000000000e+03	1.342127999999999943e+01
8.040000000000000000e+03	1.375536000000000136e+01
8.160000000000000000e+03	1.387799999999999834e+01
8.280000000000000000e+03	1.441443600000000025e+01
8.400000000000000000e+03	1.393402800000000141e+01
8.520000000000000000e+03	1.448538000000000103e+01
8.640000000000000000e+03	1.395126000000000133e+01
8.760000000000000000e+03	1.421930399999999928e+01
8.880000000000000000e+03	1.438307999999999964e+01
9.000000000000000000e+03	1.430352000000000068e+01
9.120000000000000000e+03	1.488261600000000051e+01
9.240000000000000000e+03	1.451235600000000048e+01
9.360000000000000000e+03	1.511348399999999970e+01
9.480000000000000000e+03	1.551016800000000018e+01
9.600000000000000000e+03	1.576580399999999926e+01
9.720000000000000000e+03	1.558792799999999978e+01
9.840000000000000000e+03	1.562351999999999919e+01
9.960000000000000000e+03	1.572362399999999916e+01
1.008000000000000000e+04	1.582623599999999975e+01
1.020000000000000000e+04	1.644856799999999808e+01
1.032000000000000000e+04	1.690754399999999791e+01
1.044000000000000000e+04	1.674715199999999982e+01
1.056000000000000000e+04	1.698733199999999854e+01
1.068000000000000000e+04	1.675999200000000044e+01
1.080000000000000000e+04	1.706752799999999937e+01
1.092000000000000000e+04	1.739587200000000067e+01
1.104000000000000000e+04	1.797704399999999936e+01
1.116000000000000000e+04	1.739872799999999842e+01
1.128000000000000000e+04	1.835210400000000064e+01
1.140000000000000000e+04	1.870580400000000054e+01
1.152000000000000000e+04	1.840895999999999688e+01
1.164000000000000000e+04	1.846000799999999842e+01
1.176000000000000000e+04	1.887916799999999995e+01
1.188000000000000000e+04	2.020923600000000064e+01
1.200000000000000000e+04	3.644095200000000290e+01
Results class for target=<Layer material:U 0.33 O 0.67 width:20000.0> <Layer material:Si 0.33 O 0.67 width:100000.0>, ion=Helium @ 5000.0 kev. Analysis to 0nm
