depth	 damage
1.200010000000000048e+02	2.574961199999999906e+01
2.400010000000000332e+02	3.688438800000000128e+01
3.600010000000000332e+02	4.214964000000000510e+01
4.800010000000000332e+02	4.255144800000000060e+01
6.000009999999999764e+02	4.349247600000000347e+01
7.200009999999999764e+02	4.399563599999999752e+01
8.400009999999999764e+02	4.445845200000000119e+01
9.600009999999999764e+02	4.691575199999999768e+01
1.080000000000000000e+03	4.882207199999999148e+01
1.200000000000000000e+03	4.853553600000000046e+01
1.320000000000000000e+03	5.061918000000000006e+01
1.440000000000000000e+03	5.382817199999999502e+01
1.560000000000000000e+03	5.434036799999999801e+01
1.680000000000000000e+03	5.707497599999999949e+01
1.800000000000000000e+03	5.795014799999999866e+01
1.920000000000000000e+03	6.023936400000000191e+01
2.040000000000000000e+03	7.403299199999999303e+01
2.160000000000000000e+03	3.760646400000000256e+01
2.280000000000000000e+03	4.754269200000000239e+01
2.400000000000000000e+03	5.024301599999999723e+01
2.520000000000000000e+03	5.370578400000000130e+01
2.640000000000000000e+03	5.552611199999999769e+01
2.760000000000000000e+03	5.915008800000000377e+01
2.880000000000000000e+03	6.312866400000000056e+01
3.000000000000000000e+03	6.874348799999999926e+01
3.120000000000000000e+03	7.284109200000000328e+01
3.240000000000000000e+03	7.989694799999999475e+01
3.360000000000000000e+03	8.710288800000000720e+01
3.480000000000000000e+03	9.576672000000000651e+01
3.600000000000000000e+03	1.074307199999999938e+02
3.720000000000000000e+03	1.207491600000000034e+02
3.840000000000000000e+03	1.373785200000000088e+02
3.960000000000000000e+03	1.581861599999999726e+02
4.080000000000000000e+03	1.860334799999999973e+02
4.200000000000000000e+03	2.235937200000000189e+02
4.320000000000000000e+03	2.751776399999999967e+02
4.440000000000000000e+03	3.494349599999999896e+02
4.560000000000000000e+03	4.624374000000000251e+02
4.680000000000000000e+03	6.572809200000000374e+02
4.800000000000000000e+03	9.999847199999999248e+02
4.920000000000000000e+03	1.445758799999999837e+03
5.040000000000000000e+03	1.393985999999999876e+03
5.160000000000000000e+03	5.739142800000000761e+02
5.280000000000000000e+03	7.364809199999999123e+01
5.400000000000000000e+03	2.366554799999999847e+00
5.520000000000000000e+03	2.634368399999999916e-02
5.640000000000000000e+03	0.000000000000000000e+00
5.760000000000000000e+03	0.000000000000000000e+00
5.880000000000000000e+03	0.000000000000000000e+00
6.000000000000000000e+03	0.000000000000000000e+00
6.120000000000000000e+03	0.000000000000000000e+00
6.240000000000000000e+03	0.000000000000000000e+00
6.360000000000000000e+03	0.000000000000000000e+00
6.480000000000000000e+03	0.000000000000000000e+00
6.600000000000000000e+03	0.000000000000000000e+00
6.720000000000000000e+03	0.000000000000000000e+00
6.840000000000000000e+03	0.000000000000000000e+00
6.960000000000000000e+03	0.000000000000000000e+00
7.080000000000000000e+03	0.000000000000000000e+00
7.200000000000000000e+03	0.000000000000000000e+00
7.320000000000000000e+03	0.000000000000000000e+00
7.440000000000000000e+03	0.000000000000000000e+00
7.560000000000000000e+03	0.000000000000000000e+00
7.680000000000000000e+03	0.000000000000000000e+00
7.800000000000000000e+03	0.000000000000000000e+00
7.920000000000000000e+03	0.000000000000000000e+00
8.040000000000000000e+03	0.000000000000000000e+00
8.160000000000000000e+03	0.000000000000000000e+00
8.280000000000000000e+03	0.000000000000000000e+00
8.400000000000000000e+03	0.000000000000000000e+00
8.520000000000000000e+03	0.000000000000000000e+00
8.640000000000000000e+03	0.000000000000000000e+00
8.760000000000000000e+03	0.000000000000000000e+00
8.880000000000000000e+03	0.000000000000000000e+00
9.000000000000000000e+03	0.000000000000000000e+00
9.120000000000000000e+03	0.000000000000000000e+00
9.240000000000000000e+03	0.000000000000000000e+00
9.360000000000000000e+03	0.000000000000000000e+00
9.480000000000000000e+03	0.000000000000000000e+00
9.600000000000000000e+03	0.000000000000000000e+00
9.720000000000000000e+03	0.000000000000000000e+00
9.840000000000000000e+03	0.000000000000000000e+00
9.960000000000000000e+03	0.000000000000000000e+00
1.008000000000000000e+04	0.000000000000000000e+00
1.020000000000000000e+04	0.000000000000000000e+00
1.032000000000000000e+04	0.000000000000000000e+00
1.044000000000000000e+04	0.000000000000000000e+00
1.056000000000000000e+04	0.000000000000000000e+00
1.068000000000000000e+04	0.000000000000000000e+00
1.080000000000000000e+04	0.000000000000000000e+00
1.092000000000000000e+04	0.000000000000000000e+00
1.104000000000000000e+04	0.000000000000000000e+00
1.116000000000000000e+04	0.000000000000000000e+00
1.128000000000000000e+04	0.000000000000000000e+00
1.140000000000000000e+04	0.000000000000000000e+00
1.152000000000000000e+04	0.000000000000000000e+00
1.164000000000000000e+04	0.000000000000000000e+00
1.176000000000000000e+04	0.000000000000000000e+00
1.188000000000000000e+04	0.000000000000000000e+00
1.200000000000000000e+04	0.000000000000000000e+00
Results class for target=<Layer material:U 0.33 O 0.67 width:20000.0> <Layer material:Si 0.33 O 0.67 width:100000.0>, ion=Helium @ 1750.0 kev. Analysis to 0nm
