depth	 damage
1.200010000000000048e+02	6.885526799999999525e+01
2.400010000000000332e+02	9.395131200000000149e+01
3.600010000000000332e+02	1.042228800000000177e+02
4.800010000000000332e+02	1.161266400000000090e+02
6.000009999999999764e+02	1.313479199999999878e+02
7.200009999999999764e+02	1.476080399999999884e+02
8.400009999999999764e+02	1.697536800000000312e+02
9.600009999999999764e+02	1.994346000000000174e+02
1.080000000000000000e+03	2.426323199999999929e+02
1.200000000000000000e+03	3.107812799999999811e+02
1.320000000000000000e+03	4.191607200000000262e+02
1.440000000000000000e+03	6.031447200000000066e+02
1.560000000000000000e+03	9.311161199999999099e+02
1.680000000000000000e+03	1.449982800000000225e+03
1.800000000000000000e+03	1.747068000000000211e+03
1.920000000000000000e+03	9.293351999999999862e+02
2.040000000000000000e+03	9.915180000000000859e+01
2.160000000000000000e+03	2.494409999999999794e+00
2.280000000000000000e+03	3.639663599999999610e-02
2.400000000000000000e+03	0.000000000000000000e+00
2.520000000000000000e+03	0.000000000000000000e+00
2.640000000000000000e+03	0.000000000000000000e+00
2.760000000000000000e+03	0.000000000000000000e+00
2.880000000000000000e+03	0.000000000000000000e+00
3.000000000000000000e+03	0.000000000000000000e+00
3.120000000000000000e+03	0.000000000000000000e+00
3.240000000000000000e+03	0.000000000000000000e+00
3.360000000000000000e+03	0.000000000000000000e+00
3.480000000000000000e+03	0.000000000000000000e+00
3.600000000000000000e+03	0.000000000000000000e+00
3.720000000000000000e+03	0.000000000000000000e+00
3.840000000000000000e+03	0.000000000000000000e+00
3.960000000000000000e+03	0.000000000000000000e+00
4.080000000000000000e+03	0.000000000000000000e+00
4.200000000000000000e+03	0.000000000000000000e+00
4.320000000000000000e+03	0.000000000000000000e+00
4.440000000000000000e+03	0.000000000000000000e+00
4.560000000000000000e+03	0.000000000000000000e+00
4.680000000000000000e+03	0.000000000000000000e+00
4.800000000000000000e+03	0.000000000000000000e+00
4.920000000000000000e+03	0.000000000000000000e+00
5.040000000000000000e+03	0.000000000000000000e+00
5.160000000000000000e+03	0.000000000000000000e+00
5.280000000000000000e+03	0.000000000000000000e+00
5.400000000000000000e+03	0.000000000000000000e+00
5.520000000000000000e+03	0.000000000000000000e+00
5.640000000000000000e+03	0.000000000000000000e+00
5.760000000000000000e+03	0.000000000000000000e+00
5.880000000000000000e+03	0.000000000000000000e+00
6.000000000000000000e+03	0.000000000000000000e+00
6.120000000000000000e+03	0.000000000000000000e+00
6.240000000000000000e+03	0.000000000000000000e+00
6.360000000000000000e+03	0.000000000000000000e+00
6.480000000000000000e+03	0.000000000000000000e+00
6.600000000000000000e+03	0.000000000000000000e+00
6.720000000000000000e+03	0.000000000000000000e+00
6.840000000000000000e+03	0.000000000000000000e+00
6.960000000000000000e+03	0.000000000000000000e+00
7.080000000000000000e+03	0.000000000000000000e+00
7.200000000000000000e+03	0.000000000000000000e+00
7.320000000000000000e+03	0.000000000000000000e+00
7.440000000000000000e+03	0.000000000000000000e+00
7.560000000000000000e+03	0.000000000000000000e+00
7.680000000000000000e+03	0.000000000000000000e+00
7.800000000000000000e+03	0.000000000000000000e+00
7.920000000000000000e+03	0.000000000000000000e+00
8.040000000000000000e+03	0.000000000000000000e+00
8.160000000000000000e+03	0.000000000000000000e+00
8.280000000000000000e+03	0.000000000000000000e+00
8.400000000000000000e+03	0.000000000000000000e+00
8.520000000000000000e+03	0.000000000000000000e+00
8.640000000000000000e+03	0.000000000000000000e+00
8.760000000000000000e+03	0.000000000000000000e+00
8.880000000000000000e+03	0.000000000000000000e+00
9.000000000000000000e+03	0.000000000000000000e+00
9.120000000000000000e+03	0.000000000000000000e+00
9.240000000000000000e+03	0.000000000000000000e+00
9.360000000000000000e+03	0.000000000000000000e+00
9.480000000000000000e+03	0.000000000000000000e+00
9.600000000000000000e+03	0.000000000000000000e+00
9.720000000000000000e+03	0.000000000000000000e+00
9.840000000000000000e+03	0.000000000000000000e+00
9.960000000000000000e+03	0.000000000000000000e+00
1.008000000000000000e+04	0.000000000000000000e+00
1.020000000000000000e+04	0.000000000000000000e+00
1.032000000000000000e+04	0.000000000000000000e+00
1.044000000000000000e+04	0.000000000000000000e+00
1.056000000000000000e+04	0.000000000000000000e+00
1.068000000000000000e+04	0.000000000000000000e+00
1.080000000000000000e+04	0.000000000000000000e+00
1.092000000000000000e+04	0.000000000000000000e+00
1.104000000000000000e+04	0.000000000000000000e+00
1.116000000000000000e+04	0.000000000000000000e+00
1.128000000000000000e+04	0.000000000000000000e+00
1.140000000000000000e+04	0.000000000000000000e+00
1.152000000000000000e+04	0.000000000000000000e+00
1.164000000000000000e+04	0.000000000000000000e+00
1.176000000000000000e+04	0.000000000000000000e+00
1.188000000000000000e+04	0.000000000000000000e+00
1.200000000000000000e+04	0.000000000000000000e+00
Results class for target=<Layer material:U 0.33 O 0.67 width:20000.0> <Layer material:Si 0.33 O 0.67 width:100000.0>, ion=Helium @ 900.0 kev. Analysis to 0nm
