depth	 damage
1.200010000000000048e+02	7.641671999999999798e+00
2.400010000000000332e+02	1.918252800000000136e+01
3.600010000000000332e+02	1.604312399999999883e+01
4.800010000000000332e+02	1.901985600000000076e+01
6.000009999999999764e+02	1.949081999999999937e+01
7.200009999999999764e+02	1.985872799999999927e+01
8.400009999999999764e+02	2.002612799999999993e+01
9.600009999999999764e+02	2.042509199999999936e+01
1.080000000000000000e+03	2.029447199999999896e+01
1.200000000000000000e+03	1.993396800000000013e+01
1.320000000000000000e+03	2.213303999999999760e+01
1.440000000000000000e+03	2.065002000000000137e+01
1.560000000000000000e+03	2.151151199999999974e+01
1.680000000000000000e+03	2.061006000000000071e+01
1.800000000000000000e+03	2.090455199999999891e+01
1.920000000000000000e+03	2.555704800000000176e+01
2.040000000000000000e+03	3.237015600000000148e+01
2.160000000000000000e+03	7.158839999999999648e+00
2.280000000000000000e+03	1.080579600000000084e+01
2.400000000000000000e+03	1.336068000000000033e+01
2.520000000000000000e+03	1.386664799999999964e+01
2.640000000000000000e+03	1.318106399999999923e+01
2.760000000000000000e+03	1.346626799999999946e+01
2.880000000000000000e+03	1.388608799999999910e+01
3.000000000000000000e+03	1.452713999999999928e+01
3.120000000000000000e+03	1.353812399999999982e+01
3.240000000000000000e+03	1.409884799999999849e+01
3.360000000000000000e+03	1.438232399999999878e+01
3.480000000000000000e+03	1.470621599999999951e+01
3.600000000000000000e+03	1.422481200000000001e+01
3.720000000000000000e+03	1.457504400000000189e+01
3.840000000000000000e+03	1.491728400000000043e+01
3.960000000000000000e+03	1.456664400000000015e+01
4.080000000000000000e+03	1.549945200000000156e+01
4.200000000000000000e+03	1.557217199999999835e+01
4.320000000000000000e+03	1.567299600000000126e+01
4.440000000000000000e+03	1.515964800000000245e+01
4.560000000000000000e+03	1.515326400000000007e+01
4.680000000000000000e+03	1.594378799999999963e+01
4.800000000000000000e+03	1.590992400000000018e+01
4.920000000000000000e+03	1.670429999999999993e+01
5.040000000000000000e+03	1.595953199999999939e+01
5.160000000000000000e+03	1.690000800000000325e+01
5.280000000000000000e+03	1.671790800000000132e+01
5.400000000000000000e+03	1.721426400000000001e+01
5.520000000000000000e+03	1.692215999999999809e+01
5.640000000000000000e+03	1.705468800000000229e+01
5.760000000000000000e+03	1.737463199999999830e+01
5.880000000000000000e+03	1.755792000000000286e+01
6.000000000000000000e+03	1.784908800000000184e+01
6.120000000000000000e+03	1.807400399999999863e+01
6.240000000000000000e+03	1.806753600000000048e+01
6.360000000000000000e+03	1.882780800000000099e+01
6.480000000000000000e+03	1.893736799999999931e+01
6.600000000000000000e+03	1.878010800000000202e+01
6.720000000000000000e+03	1.846633200000000130e+01
6.840000000000000000e+03	1.927732800000000069e+01
6.960000000000000000e+03	1.905489599999999939e+01
7.080000000000000000e+03	1.954007999999999967e+01
7.200000000000000000e+03	2.009319600000000250e+01
7.320000000000000000e+03	2.077852800000000144e+01
7.440000000000000000e+03	2.084191200000000066e+01
7.560000000000000000e+03	2.054194800000000143e+01
7.680000000000000000e+03	2.157601200000000219e+01
7.800000000000000000e+03	2.194485599999999792e+01
7.920000000000000000e+03	2.227905600000000064e+01
8.040000000000000000e+03	2.268601199999999807e+01
8.160000000000000000e+03	2.414635200000000026e+01
8.280000000000000000e+03	2.354245200000000082e+01
8.400000000000000000e+03	2.370944400000000130e+01
8.520000000000000000e+03	2.437669199999999847e+01
8.640000000000000000e+03	2.482213199999999986e+01
8.760000000000000000e+03	2.518714800000000054e+01
8.880000000000000000e+03	2.588642400000000166e+01
9.000000000000000000e+03	2.692416000000000054e+01
9.120000000000000000e+03	2.665477200000000124e+01
9.240000000000000000e+03	2.721724799999999789e+01
9.360000000000000000e+03	2.871181200000000189e+01
9.480000000000000000e+03	2.885124000000000066e+01
9.600000000000000000e+03	2.850301200000000179e+01
9.720000000000000000e+03	3.077723999999999904e+01
9.840000000000000000e+03	3.179241599999999934e+01
9.960000000000000000e+03	3.143043599999999671e+01
1.008000000000000000e+04	3.330974400000000202e+01
1.020000000000000000e+04	3.430272000000000077e+01
1.032000000000000000e+04	3.601861199999999741e+01
1.044000000000000000e+04	3.641589599999999649e+01
1.056000000000000000e+04	3.884348400000000368e+01
1.068000000000000000e+04	3.996720000000000539e+01
1.080000000000000000e+04	4.047640800000000638e+01
1.092000000000000000e+04	4.368473999999999791e+01
1.104000000000000000e+04	4.531273199999999690e+01
1.116000000000000000e+04	4.680682800000000299e+01
1.128000000000000000e+04	4.919764800000000093e+01
1.140000000000000000e+04	5.247868800000000533e+01
1.152000000000000000e+04	5.624972399999999340e+01
1.164000000000000000e+04	5.940646800000000383e+01
1.176000000000000000e+04	6.350222400000000533e+01
1.188000000000000000e+04	6.838240799999999808e+01
1.200000000000000000e+04	9.563951999999999032e+01
Results class for target=<Layer material:U 0.33 O 0.67 width:20000.0> <Layer material:Si 0.33 O 0.67 width:100000.0>, ion=Helium @ 4000.0 kev. Analysis to 0nm
