depth	 damage
1.200010000000000048e+02	1.216881600000000141e+01
2.400010000000000332e+02	2.604178800000000038e+01
3.600010000000000332e+02	2.166980399999999918e+01
4.800010000000000332e+02	2.499757199999999813e+01
6.000009999999999764e+02	2.625777600000000334e+01
7.200009999999999764e+02	2.597937599999999847e+01
8.400009999999999764e+02	2.552127600000000385e+01
9.600009999999999764e+02	2.598156000000000176e+01
1.080000000000000000e+03	2.595755999999999730e+01
1.200000000000000000e+03	2.803599600000000081e+01
1.320000000000000000e+03	2.761358400000000302e+01
1.440000000000000000e+03	2.789290799999999848e+01
1.560000000000000000e+03	2.749420800000000042e+01
1.680000000000000000e+03	2.737524000000000157e+01
1.800000000000000000e+03	2.815581600000000151e+01
1.920000000000000000e+03	3.268579199999999929e+01
2.040000000000000000e+03	4.213262399999999985e+01
2.160000000000000000e+03	1.112439600000000084e+01
2.280000000000000000e+03	1.844260799999999989e+01
2.400000000000000000e+03	1.936370399999999847e+01
2.520000000000000000e+03	1.998020399999999697e+01
2.640000000000000000e+03	1.943877600000000072e+01
2.760000000000000000e+03	2.003120399999999890e+01
2.880000000000000000e+03	2.016273599999999888e+01
3.000000000000000000e+03	2.113186800000000076e+01
3.120000000000000000e+03	2.065516800000000330e+01
3.240000000000000000e+03	2.195191200000000364e+01
3.360000000000000000e+03	2.173879200000000012e+01
3.480000000000000000e+03	2.157262800000000169e+01
3.600000000000000000e+03	2.222229600000000005e+01
3.720000000000000000e+03	2.333920799999999929e+01
3.840000000000000000e+03	2.309390400000000199e+01
3.960000000000000000e+03	2.362298399999999887e+01
4.080000000000000000e+03	2.350674000000000063e+01
4.200000000000000000e+03	2.452177200000000212e+01
4.320000000000000000e+03	2.544879600000000153e+01
4.440000000000000000e+03	2.542107599999999934e+01
4.560000000000000000e+03	2.615434800000000237e+01
4.680000000000000000e+03	2.644792800000000099e+01
4.800000000000000000e+03	2.740615200000000229e+01
4.920000000000000000e+03	2.811166799999999810e+01
5.040000000000000000e+03	2.865056399999999925e+01
5.160000000000000000e+03	2.972170799999999957e+01
5.280000000000000000e+03	3.026425199999999904e+01
5.400000000000000000e+03	3.099237600000000015e+01
5.520000000000000000e+03	3.198804000000000158e+01
5.640000000000000000e+03	3.331692000000000320e+01
5.760000000000000000e+03	3.383131199999999694e+01
5.880000000000000000e+03	3.477866399999999913e+01
6.000000000000000000e+03	3.533664000000000271e+01
6.120000000000000000e+03	3.828059999999999974e+01
6.240000000000000000e+03	3.866629199999999855e+01
6.360000000000000000e+03	4.147048800000000313e+01
6.480000000000000000e+03	4.340108400000000444e+01
6.600000000000000000e+03	4.455443999999999960e+01
6.720000000000000000e+03	4.600552799999999820e+01
6.840000000000000000e+03	4.912670400000000370e+01
6.960000000000000000e+03	5.170450800000000413e+01
7.080000000000000000e+03	5.508621600000000740e+01
7.200000000000000000e+03	5.933039999999999736e+01
7.320000000000000000e+03	6.265698000000000434e+01
7.440000000000000000e+03	6.751046399999999892e+01
7.560000000000000000e+03	7.281475199999999859e+01
7.680000000000000000e+03	7.912579199999998991e+01
7.800000000000000000e+03	8.647456799999999077e+01
7.920000000000000000e+03	9.461483999999998673e+01
8.040000000000000000e+03	1.042019999999999982e+02
8.160000000000000000e+03	1.197307200000000051e+02
8.280000000000000000e+03	1.364476800000000196e+02
8.400000000000000000e+03	1.583641200000000140e+02
8.520000000000000000e+03	1.851858000000000004e+02
8.640000000000000000e+03	2.221020000000000039e+02
8.760000000000000000e+03	2.743894799999999918e+02
8.880000000000000000e+03	3.495289199999999710e+02
9.000000000000000000e+03	4.725554399999999760e+02
9.120000000000000000e+03	6.782194799999999759e+02
9.240000000000000000e+03	1.022086920000000077e+03
9.360000000000000000e+03	1.363906799999999976e+03
9.480000000000000000e+03	1.262420399999999972e+03
9.600000000000000000e+03	6.469826399999999467e+02
9.720000000000000000e+03	1.615198800000000006e+02
9.840000000000000000e+03	1.772304000000000102e+01
9.960000000000000000e+03	8.894771999999999679e-01
1.008000000000000000e+04	9.483744000000000549e-03
1.020000000000000000e+04	0.000000000000000000e+00
1.032000000000000000e+04	0.000000000000000000e+00
1.044000000000000000e+04	0.000000000000000000e+00
1.056000000000000000e+04	0.000000000000000000e+00
1.068000000000000000e+04	0.000000000000000000e+00
1.080000000000000000e+04	0.000000000000000000e+00
1.092000000000000000e+04	0.000000000000000000e+00
1.104000000000000000e+04	0.000000000000000000e+00
1.116000000000000000e+04	0.000000000000000000e+00
1.128000000000000000e+04	0.000000000000000000e+00
1.140000000000000000e+04	0.000000000000000000e+00
1.152000000000000000e+04	0.000000000000000000e+00
1.164000000000000000e+04	0.000000000000000000e+00
1.176000000000000000e+04	0.000000000000000000e+00
1.188000000000000000e+04	0.000000000000000000e+00
1.200000000000000000e+04	0.000000000000000000e+00
Results class for target=<Layer material:U 0.33 O 0.67 width:20000.0> <Layer material:Si 0.33 O 0.67 width:100000.0>, ion=Helium @ 3000.0 kev. Analysis to 0nm
